MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:96667	Kcnc1	potassium voltage gated channel, Shaw-related subfamily, member 1	7		delayed rectifier potassium channel activity			IBA	PTN000898955 	J:265628 	
MGI:96667	Kcnc1	potassium voltage gated channel, Shaw-related subfamily, member 1	7		delayed rectifier potassium channel activity			ISO	RGD:2955 	J:155856 	
MGI:96667	Kcnc1	potassium voltage gated channel, Shaw-related subfamily, member 1	7		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:96667	Kcnc1	potassium voltage gated channel, Shaw-related subfamily, member 1	7		potassium channel activity			IEA	KW-0631 	J:60000 	
MGI:96667	Kcnc1	potassium voltage gated channel, Shaw-related subfamily, member 1	7		voltage-gated potassium channel activity			IBA	PTN000164970 	J:265628 	
MGI:96668	Kcnc2	potassium voltage gated channel, Shaw-related subfamily, member 2	10		delayed rectifier potassium channel activity			IBA	PTN000898955 	J:265628 	
MGI:96668	Kcnc2	potassium voltage gated channel, Shaw-related subfamily, member 2	10		delayed rectifier potassium channel activity			ISO	RGD:628829 	J:155856 	
MGI:96668	Kcnc2	potassium voltage gated channel, Shaw-related subfamily, member 2	10		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:96668	Kcnc2	potassium voltage gated channel, Shaw-related subfamily, member 2	10		potassium channel activity			IEA	KW-0631 	J:60000 	
MGI:96668	Kcnc2	potassium voltage gated channel, Shaw-related subfamily, member 2	10		voltage-gated potassium channel activity			IBA	PTN000164970 	J:265628 	
MGI:96668	Kcnc2	potassium voltage gated channel, Shaw-related subfamily, member 2	10		voltage-gated potassium channel activity			ISO	RGD:628829 	J:155856 	
MGI:96669	Kcnc3	potassium voltage gated channel, Shaw-related subfamily, member 3	7		delayed rectifier potassium channel activity			IBA	PTN000898955 	J:265628 	
MGI:96669	Kcnc3	potassium voltage gated channel, Shaw-related subfamily, member 3	7		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:96669	Kcnc3	potassium voltage gated channel, Shaw-related subfamily, member 3	7		potassium channel activity			IEA	KW-0631 	J:60000 	
MGI:96669	Kcnc3	potassium voltage gated channel, Shaw-related subfamily, member 3	7		voltage-gated potassium channel activity			IBA	PTN000164970 	J:265628 	
MGI:96669	Kcnc3	potassium voltage gated channel, Shaw-related subfamily, member 3	7		voltage-gated potassium channel activity			ISO	Q14003 	J:164563 	
MGI:96670	Kcnc4	potassium voltage gated channel, Shaw-related subfamily, member 4	3		delayed rectifier potassium channel activity			IBA	PTN000898955 	J:265628 	
MGI:96670	Kcnc4	potassium voltage gated channel, Shaw-related subfamily, member 4	3		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:96670	Kcnc4	potassium voltage gated channel, Shaw-related subfamily, member 4	3		potassium channel activity			IEA	KW-0631 	J:60000 	
MGI:96670	Kcnc4	potassium voltage gated channel, Shaw-related subfamily, member 4	3		voltage-gated potassium channel activity			IBA	PTN000164970 	J:265628 	
MGI:96671	Kcnd1	potassium voltage-gated channel, Shal-related family, member 1	X		A-type (transient outward) potassium channel activity			IBA	PTN000165409 	J:265628 	
MGI:96671	Kcnd1	potassium voltage-gated channel, Shal-related family, member 1	X		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:96671	Kcnd1	potassium voltage-gated channel, Shal-related family, member 1	X		potassium channel activity			IEA	KW-0631 	J:60000 	
MGI:96671	Kcnd1	potassium voltage-gated channel, Shal-related family, member 1	X		voltage-gated potassium channel activity			IBA	PTN000164970 	J:265628 	
MGI:102663	Kcnd2	potassium voltage-gated channel, Shal-related family, member 2	6		A-type (transient outward) potassium channel activity			IBA	PTN000165409 	J:265628 	
MGI:102663	Kcnd2	potassium voltage-gated channel, Shal-related family, member 2	6		A-type (transient outward) potassium channel activity			IMP		J:127797 	
MGI:102663	Kcnd2	potassium voltage-gated channel, Shal-related family, member 2	6		A-type (transient outward) potassium channel activity			ISO	RGD:68393 	J:155856 	
MGI:102663	Kcnd2	potassium voltage-gated channel, Shal-related family, member 2	6		A-type (transient outward) potassium channel activity			ISO	Q9NZV8 	J:164563 	
MGI:102663	Kcnd2	potassium voltage-gated channel, Shal-related family, member 2	6		ion channel activity			ISO	RGD:68393 	J:155856 	
MGI:102663	Kcnd2	potassium voltage-gated channel, Shal-related family, member 2	6		potassium channel activity			ISO	RGD:68393 	J:155856 	
MGI:102663	Kcnd2	potassium voltage-gated channel, Shal-related family, member 2	6		voltage-gated potassium channel activity			IBA	PTN000164970 	J:265628 	
MGI:102663	Kcnd2	potassium voltage-gated channel, Shal-related family, member 2	6		voltage-gated potassium channel activity			ISO	RGD:68393 	J:155856 	
MGI:102663	Kcnd2	potassium voltage-gated channel, Shal-related family, member 2	6		voltage-gated potassium channel activity			ISO	Q9NZV8 	J:164563 	
MGI:1928743	Kcnd3	potassium voltage-gated channel, Shal-related family, member 3	3		A-type (transient outward) potassium channel activity			IBA	PTN000165409 	J:265628 	
MGI:1928743	Kcnd3	potassium voltage-gated channel, Shal-related family, member 3	3	contributes_to	A-type (transient outward) potassium channel activity			ISO	RGD:68394 	J:155856 	
MGI:1928743	Kcnd3	potassium voltage-gated channel, Shal-related family, member 3	3	contributes_to	A-type (transient outward) potassium channel activity			ISO	Q9UK17 	J:164563 	
MGI:1928743	Kcnd3	potassium voltage-gated channel, Shal-related family, member 3	3		A-type (transient outward) potassium channel activity			ISO	RGD:68394 	J:155856 	
MGI:1928743	Kcnd3	potassium voltage-gated channel, Shal-related family, member 3	3		ion channel activity			ISO	RGD:68394 	J:155856 	
MGI:1928743	Kcnd3	potassium voltage-gated channel, Shal-related family, member 3	3		potassium channel activity			ISO	RGD:68394 	J:155856 	
MGI:1928743	Kcnd3	potassium voltage-gated channel, Shal-related family, member 3	3		voltage-gated potassium channel activity			IBA	PTN000164970 	J:265628 	
MGI:1928743	Kcnd3	potassium voltage-gated channel, Shal-related family, member 3	3		voltage-gated potassium channel activity			ISO	RGD:68394 	J:155856 	
MGI:1928743	Kcnd3	potassium voltage-gated channel, Shal-related family, member 3	3		voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization	happens in cardiac muscle cell	PR:Q9Z0V1-1	IMP		J:286588 	
MGI:1928743	Kcnd3	potassium voltage-gated channel, Shal-related family, member 3	3	contributes_to	voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization			ISO	Q9UK17 	J:164563 	
MGI:96673	Kcne1	potassium voltage-gated channel, Isk-related subfamily, member 1	16	contributes_to	delayed rectifier potassium channel activity			ISO	P15382 	J:164563 	
MGI:96673	Kcne1	potassium voltage-gated channel, Isk-related subfamily, member 1	16		delayed rectifier potassium channel activity			ISO	RGD:2956 	J:155856 	
MGI:96673	Kcne1	potassium voltage-gated channel, Isk-related subfamily, member 1	16		delayed rectifier potassium channel activity			ISO	P15382 	J:164563 	
MGI:96673	Kcne1	potassium voltage-gated channel, Isk-related subfamily, member 1	16		potassium channel activity			IEA	KW-0631 	J:60000 	
MGI:96673	Kcne1	potassium voltage-gated channel, Isk-related subfamily, member 1	16	NOT	voltage-gated potassium channel activity			IDA		J:36442 	
MGI:96673	Kcne1	potassium voltage-gated channel, Isk-related subfamily, member 1	16	contributes_to	voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization			ISO	P15382 	J:164563 	
MGI:96673	Kcne1	potassium voltage-gated channel, Isk-related subfamily, member 1	16	contributes_to	voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization			ISO	P15382 	J:164563 	
MGI:1913490	Kcne1l	potassium voltage-gated channel, Isk-related family, member 1-like, pseudogene	X	contributes_to	delayed rectifier potassium channel activity			IBA	PTN001445835 	J:265628 	
MGI:1913490	Kcne1l	potassium voltage-gated channel, Isk-related family, member 1-like, pseudogene	X	contributes_to	voltage-gated potassium channel activity			ISO	Q9UJ90 	J:164563 	
MGI:1913490	Kcne1l	potassium voltage-gated channel, Isk-related family, member 1-like, pseudogene	X	contributes_to	voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization			ISO	Q9UJ90 	J:164563 	
MGI:1913490	Kcne1l	potassium voltage-gated channel, Isk-related family, member 1-like, pseudogene	X	contributes_to	voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization			IBA	PTN001445835 	J:265628 	
MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16	contributes_to	delayed rectifier potassium channel activity			IBA	PTN001445835 	J:265628 	
MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16	contributes_to	delayed rectifier potassium channel activity			ISO	RGD:621383 	J:155856 	
MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16	contributes_to	delayed rectifier potassium channel activity			ISO	Q9Y6J6 	J:164563 	
MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16	contributes_to	inward rectifier potassium channel activity			ISO	RGD:621383 	J:155856 	
MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16	contributes_to	inward rectifier potassium channel activity			ISO	Q9Y6J6 	J:164563 	
MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16		potassium channel activity			IEA	KW-0631 	J:60000 	
MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16		voltage-gated potassium channel activity			ISO	RGD:621383 	J:155856 	
MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16	contributes_to	voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization			IBA	PTN001445835 	J:265628 	
MGI:1891123	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	16		voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization			ISO	Q9Y6J6 	J:164563 	
MGI:1891124	Kcne3	potassium voltage-gated channel, Isk-related subfamily, gene 3	7	contributes_to	delayed rectifier potassium channel activity			IBA	PTN001445835 	J:265628 	
MGI:1891124	Kcne3	potassium voltage-gated channel, Isk-related subfamily, gene 3	7		potassium channel activity			ISS		J:64949 	
MGI:1891124	Kcne3	potassium voltage-gated channel, Isk-related subfamily, gene 3	7		voltage-gated potassium channel activity			IEA	IPR000369 IPR005426 	J:72247 	
MGI:1891124	Kcne3	potassium voltage-gated channel, Isk-related subfamily, gene 3	7	contributes_to	voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization			IBA	PTN001445835 	J:265628 	
MGI:1891125	Kcne4	potassium voltage-gated channel, Isk-related subfamily, gene 4	1	contributes_to	delayed rectifier potassium channel activity			IBA	PTN001445835 	J:265628 	
MGI:1891125	Kcne4	potassium voltage-gated channel, Isk-related subfamily, gene 4	1		potassium channel activity			ISS		J:64949 	
MGI:1891125	Kcne4	potassium voltage-gated channel, Isk-related subfamily, gene 4	1		voltage-gated potassium channel activity			IEA	IPR000369 	J:72247 	
MGI:1891125	Kcne4	potassium voltage-gated channel, Isk-related subfamily, gene 4	1	contributes_to	voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization			IBA	PTN001445835 	J:265628 	
MGI:2687399	Kcnf1	potassium voltage-gated channel, subfamily F, member 1	12		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:2687399	Kcnf1	potassium voltage-gated channel, subfamily F, member 1	12		potassium channel activity			IEA	KW-0631 	J:60000 	
MGI:2687399	Kcnf1	potassium voltage-gated channel, subfamily F, member 1	12		voltage-gated potassium channel activity			IBA	PTN000164970 	J:265628 	
MGI:3616086	Kcng1	potassium voltage-gated channel, subfamily G, member 1	2		delayed rectifier potassium channel activity			IBA	PTN001693752 	J:265628 	
MGI:3616086	Kcng1	potassium voltage-gated channel, subfamily G, member 1	2		delayed rectifier potassium channel activity			ISO	RGD:631416 	J:155856 	
MGI:3616086	Kcng1	potassium voltage-gated channel, subfamily G, member 1	2		delayed rectifier potassium channel activity			ISO	Q9UIX4 	J:164563 	
MGI:3616086	Kcng1	potassium voltage-gated channel, subfamily G, member 1	2		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:3616086	Kcng1	potassium voltage-gated channel, subfamily G, member 1	2		potassium channel activity			IEA	KW-0631 	J:60000 	
MGI:3616086	Kcng1	potassium voltage-gated channel, subfamily G, member 1	2		voltage-gated potassium channel activity			IBA	PTN000164970 	J:265628 	
MGI:3694646	Kcng2	potassium voltage-gated channel, subfamily G, member 2	18		voltage-gated potassium channel activity			IBA	PTN000164970 	J:265628 	
MGI:2663923	Kcng3	potassium voltage-gated channel, subfamily G, member 3	17		delayed rectifier potassium channel activity			IBA	PTN001693752 	J:265628 	
MGI:2663923	Kcng3	potassium voltage-gated channel, subfamily G, member 3	17		delayed rectifier potassium channel activity			ISO	Q8TAE7 	J:164563 	
MGI:2663923	Kcng3	potassium voltage-gated channel, subfamily G, member 3	17		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:2663923	Kcng3	potassium voltage-gated channel, subfamily G, member 3	17		potassium channel activity			IEA	KW-0631 	J:60000 	
MGI:2663923	Kcng3	potassium voltage-gated channel, subfamily G, member 3	17		voltage-gated potassium channel activity			IBA	PTN000164970 	J:265628 	
MGI:2663923	Kcng3	potassium voltage-gated channel, subfamily G, member 3	17		voltage-gated potassium channel activity			ISO	Q8R523 	J:90589 	
MGI:1913983	Kcng4	potassium voltage-gated channel, subfamily G, member 4	8		delayed rectifier potassium channel activity			IBA	PTN001693752 	J:265628 	
MGI:1913983	Kcng4	potassium voltage-gated channel, subfamily G, member 4	8		delayed rectifier potassium channel activity			ISO	Q8TDN1 	J:164563 	
MGI:1913983	Kcng4	potassium voltage-gated channel, subfamily G, member 4	8		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:1913983	Kcng4	potassium voltage-gated channel, subfamily G, member 4	8		potassium channel activity			IEA	KW-0631 	J:60000 	
MGI:1913983	Kcng4	potassium voltage-gated channel, subfamily G, member 4	8		voltage-gated potassium channel activity			IBA	PTN000164970 	J:265628 	
MGI:1341721	Kcnh1	potassium voltage-gated channel, subfamily H (eag-related), member 1	1		delayed rectifier potassium channel activity			IBA	PTN002566260 	J:265628 	
MGI:1341721	Kcnh1	potassium voltage-gated channel, subfamily H (eag-related), member 1	1		delayed rectifier potassium channel activity			IDA		J:217991 	
MGI:1341721	Kcnh1	potassium voltage-gated channel, subfamily H (eag-related), member 1	1		delayed rectifier potassium channel activity			ISO	RGD:68398 	J:155856 	
MGI:1341721	Kcnh1	potassium voltage-gated channel, subfamily H (eag-related), member 1	1		delayed rectifier potassium channel activity			ISO	O95259 	J:164563 	
MGI:1341721	Kcnh1	potassium voltage-gated channel, subfamily H (eag-related), member 1	1		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:1341721	Kcnh1	potassium voltage-gated channel, subfamily H (eag-related), member 1	1		potassium channel activity			IEA	KW-0631 	J:60000 	
MGI:1341721	Kcnh1	potassium voltage-gated channel, subfamily H (eag-related), member 1	1		voltage-gated potassium channel activity			IBA	PTN000025350 	J:265628 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		delayed rectifier potassium channel activity			ISO	Q12809 	J:164563 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		inward rectifier potassium channel activity			IBA	PTN000811766 	J:265628 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		inward rectifier potassium channel activity			IDA		J:44554 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		inward rectifier potassium channel activity			ISO	RGD:621414 	J:155856 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		inward rectifier potassium channel activity			ISO	Q12809 	J:164563 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		ion channel activity			ISO	RGD:621414 	J:155856 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		potassium channel activity			ISO	RGD:621414 	J:155856 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		voltage-gated potassium channel activity			IBA	PTN000025350 	J:265628 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		voltage-gated potassium channel activity			IDA		J:44553 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		voltage-gated potassium channel activity			ISO	RGD:621414 	J:155856 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		voltage-gated potassium channel activity			ISO	Q12809 	J:164563 	
MGI:1341722	Kcnh2	potassium voltage-gated channel, subfamily H (eag-related), member 2	5		voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization			ISO	Q12809 	J:164563 	
MGI:1341723	Kcnh3	potassium voltage-gated channel, subfamily H (eag-related), member 3	15		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:1341723	Kcnh3	potassium voltage-gated channel, subfamily H (eag-related), member 3	15		potassium channel activity			IEA	KW-0631 	J:60000 	
MGI:1341723	Kcnh3	potassium voltage-gated channel, subfamily H (eag-related), member 3	15		voltage-gated potassium channel activity			IBA	PTN000025350 	J:265628 	
MGI:2156184	Kcnh4	potassium voltage-gated channel, subfamily H (eag-related), member 4	11		voltage-gated potassium channel activity			IBA	PTN000025350 	J:265628 	
MGI:3584508	Kcnh5	potassium voltage-gated channel, subfamily H (eag-related), member 5	12		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:3584508	Kcnh5	potassium voltage-gated channel, subfamily H (eag-related), member 5	12		potassium channel activity			IEA	KW-0631 	J:60000 	
MGI:3584508	Kcnh5	potassium voltage-gated channel, subfamily H (eag-related), member 5	12		voltage-gated potassium channel activity			IBA	PTN000025350 	J:265628 	
MGI:2684139	Kcnh6	potassium voltage-gated channel, subfamily H (eag-related), member 6	11		inward rectifier potassium channel activity			IBA	PTN000811766 	J:265628 	
MGI:2684139	Kcnh6	potassium voltage-gated channel, subfamily H (eag-related), member 6	11		inward rectifier potassium channel activity			ISO	RGD:620304 	J:155856 	
MGI:2684139	Kcnh6	potassium voltage-gated channel, subfamily H (eag-related), member 6	11		voltage-gated potassium channel activity			IBA	PTN000025350 	J:265628 	
MGI:2684139	Kcnh6	potassium voltage-gated channel, subfamily H (eag-related), member 6	11		voltage-gated potassium channel activity			ISO	RGD:620304 	J:155856 	
MGI:2159566	Kcnh7	potassium voltage-gated channel, subfamily H (eag-related), member 7	2		inward rectifier potassium channel activity			IBA	PTN000811766 	J:265628 	
MGI:2159566	Kcnh7	potassium voltage-gated channel, subfamily H (eag-related), member 7	2		inward rectifier potassium channel activity			ISO	RGD:621112 	J:155856 	
MGI:2159566	Kcnh7	potassium voltage-gated channel, subfamily H (eag-related), member 7	2		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:2159566	Kcnh7	potassium voltage-gated channel, subfamily H (eag-related), member 7	2		potassium channel activity			ISO	RGD:621112 	J:155856 	
MGI:2159566	Kcnh7	potassium voltage-gated channel, subfamily H (eag-related), member 7	2		voltage-gated potassium channel activity			IBA	PTN000025350 	J:265628 	
MGI:2159566	Kcnh7	potassium voltage-gated channel, subfamily H (eag-related), member 7	2		voltage-gated potassium channel activity			ISO	RGD:621112 	J:155856 	
MGI:2445160	Kcnh8	potassium voltage-gated channel, subfamily H (eag-related), member 8	17		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:2445160	Kcnh8	potassium voltage-gated channel, subfamily H (eag-related), member 8	17		potassium channel activity			IEA	KW-0631 	J:60000 	
MGI:2445160	Kcnh8	potassium voltage-gated channel, subfamily H (eag-related), member 8	17		voltage-gated potassium channel activity			IBA	PTN000025350 	J:265628 	
MGI:2445160	Kcnh8	potassium voltage-gated channel, subfamily H (eag-related), member 8	17		voltage-gated potassium channel activity			ISO	RGD:2549 	J:155856 	
MGI:1917607	Kcnip1	Kv channel-interacting protein 1	11		potassium channel activity			IEA	KW-0631 	J:60000 	
MGI:2135916	Kcnip2	Kv channel-interacting protein 2	19	contributes_to	A-type (transient outward) potassium channel activity			ISO	Q9NS61 	J:164563 	
MGI:2135916	Kcnip2	Kv channel-interacting protein 2	19		potassium channel activity			IEA	KW-0631 	J:60000 	
MGI:1929258	Kcnip3	Kv channel interacting protein 3, calsenilin	2		potassium channel activity			IEA	KW-0631 	J:60000 	
MGI:1933131	Kcnip4	Kv channel interacting protein 4	5		potassium channel activity			IEA	KW-0631 	J:60000 	
MGI:1927248	Kcnj1	potassium inwardly-rectifying channel, subfamily J, member 1	9		ATP-activated inward rectifier potassium channel activity			IBA	PTN002622515 	J:265628 	
MGI:1927248	Kcnj1	potassium inwardly-rectifying channel, subfamily J, member 1	9		ATP-activated inward rectifier potassium channel activity			ISO	RGD:2957 	J:155856 	
MGI:1927248	Kcnj1	potassium inwardly-rectifying channel, subfamily J, member 1	9		inward rectifier potassium channel activity			IBA	PTN000205946 	J:265628 	
MGI:1927248	Kcnj1	potassium inwardly-rectifying channel, subfamily J, member 1	9		inward rectifier potassium channel activity			ISO	RGD:2957 	J:155856 	
MGI:104744	Kcnj2	potassium inwardly-rectifying channel, subfamily J, member 2	11		inward rectifier potassium channel activity			IBA	PTN000205946 	J:265628 	
MGI:104744	Kcnj2	potassium inwardly-rectifying channel, subfamily J, member 2	11		inward rectifier potassium channel activity			ISO	P63252 	J:164563 	
MGI:104744	Kcnj2	potassium inwardly-rectifying channel, subfamily J, member 2	11		voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization			ISO	P63252 	J:164563 	
MGI:104742	Kcnj3	potassium inwardly-rectifying channel, subfamily J, member 3	2		G-protein activated inward rectifier potassium channel activity			TAS		J:29320 	
MGI:104742	Kcnj3	potassium inwardly-rectifying channel, subfamily J, member 3	2		inward rectifier potassium channel activity			IBA	PTN000205946 	J:265628 	
MGI:104742	Kcnj3	potassium inwardly-rectifying channel, subfamily J, member 3	2	contributes_to	inward rectifier potassium channel activity			ISO	P48549 	J:164563 	
MGI:104743	Kcnj4	potassium inwardly-rectifying channel, subfamily J, member 4	15		inward rectifier potassium channel activity			IBA	PTN000205946 	J:265628 	
MGI:104755	Kcnj5	potassium inwardly-rectifying channel, subfamily J, member 5	9		G-protein activated inward rectifier potassium channel activity			IEA	IPR003277 	J:72247 	
MGI:104755	Kcnj5	potassium inwardly-rectifying channel, subfamily J, member 5	9		inward rectifier potassium channel activity			IBA	PTN000205946 	J:265628 	
MGI:104755	Kcnj5	potassium inwardly-rectifying channel, subfamily J, member 5	9	contributes_to	inward rectifier potassium channel activity			ISO	P48544 	J:164563 	
MGI:104755	Kcnj5	potassium inwardly-rectifying channel, subfamily J, member 5	9		voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization			ISO	P48544 	J:164563 	
MGI:104781	Kcnj6	potassium inwardly-rectifying channel, subfamily J, member 6	16		G-protein activated inward rectifier potassium channel activity			IDA		J:29320 	
MGI:104781	Kcnj6	potassium inwardly-rectifying channel, subfamily J, member 6	16		inward rectifier potassium channel activity			IBA	PTN000205946 	J:265628 	
MGI:1100508	Kcnj8	potassium inwardly-rectifying channel, subfamily J, member 8	6		ATP-activated inward rectifier potassium channel activity			IBA	PTN002622493 	J:265628 	
MGI:1100508	Kcnj8	potassium inwardly-rectifying channel, subfamily J, member 8	6		ATP-activated inward rectifier potassium channel activity			ISO	RGD:2960 	J:155856 	
MGI:1100508	Kcnj8	potassium inwardly-rectifying channel, subfamily J, member 8	6		ATP-activated inward rectifier potassium channel activity			ISO	Q15842 	J:164563 	
MGI:1100508	Kcnj8	potassium inwardly-rectifying channel, subfamily J, member 8	6		inward rectifier potassium channel activity			IBA	PTN000205946 	J:265628 	
MGI:1100508	Kcnj8	potassium inwardly-rectifying channel, subfamily J, member 8	6		voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization			ISO	Q15842 	J:164563 	
MGI:108007	Kcnj9	potassium inwardly-rectifying channel, subfamily J, member 9	1		G-protein activated inward rectifier potassium channel activity			IEA	IPR003276 	J:72247 	
MGI:108007	Kcnj9	potassium inwardly-rectifying channel, subfamily J, member 9	1		inward rectifier potassium channel activity			IBA	PTN000205946 	J:265628 	
MGI:1194504	Kcnj10	potassium inwardly-rectifying channel, subfamily J, member 10	1		inward rectifier potassium channel activity			IBA	PTN000205946 	J:265628 	
MGI:1194504	Kcnj10	potassium inwardly-rectifying channel, subfamily J, member 10	1		inward rectifier potassium channel activity	happens in dorsal root ganglion,happens in perineuronal satellite cell		IMP	MGI:2182467 	J:159727 	
MGI:1194504	Kcnj10	potassium inwardly-rectifying channel, subfamily J, member 10	1		inward rectifier potassium channel activity	happens in hippocampus,happens in astrocyte		IMP	MGI:2182467 	J:155644 	
MGI:1194504	Kcnj10	potassium inwardly-rectifying channel, subfamily J, member 10	1		inward rectifier potassium channel activity			ISO	Q9JM63 	J:73065 	
MGI:1194504	Kcnj10	potassium inwardly-rectifying channel, subfamily J, member 10	1		potassium channel activity			IDA		J:48437 	
MGI:107501	Kcnj11	potassium inwardly rectifying channel, subfamily J, member 11	7		ATP-activated inward rectifier potassium channel activity			IBA	PTN002622510 	J:265628 	
MGI:107501	Kcnj11	potassium inwardly rectifying channel, subfamily J, member 11	7		ATP-activated inward rectifier potassium channel activity			IDA		J:135498 	
MGI:107501	Kcnj11	potassium inwardly rectifying channel, subfamily J, member 11	7		ATP-activated inward rectifier potassium channel activity			ISO	RGD:69247 	J:155856 	
MGI:107501	Kcnj11	potassium inwardly rectifying channel, subfamily J, member 11	7		inward rectifier potassium channel activity			IBA	PTN000205946 	J:265628 	
MGI:107501	Kcnj11	potassium inwardly rectifying channel, subfamily J, member 11	7		voltage-gated potassium channel activity			ISO	Q14654 	J:164563 	
MGI:108495	Kcnj12	potassium inwardly-rectifying channel, subfamily J, member 12	11		inward rectifier potassium channel activity			IBA	PTN000205946 	J:265628 	
MGI:108495	Kcnj12	potassium inwardly-rectifying channel, subfamily J, member 12	11		inward rectifier potassium channel activity			ISO	B7U540 	J:164563 	
MGI:108495	Kcnj12	potassium inwardly-rectifying channel, subfamily J, member 12	11		inward rectifier potassium channel activity			ISO	Q14500 	J:164563 	
MGI:3781032	Kcnj13	potassium inwardly-rectifying channel, subfamily J, member 13	1		inward rectifier potassium channel activity			IBA	PTN000205946 	J:265628 	
MGI:2384820	Kcnj14	potassium inwardly-rectifying channel, subfamily J, member 14	7		inward rectifier potassium channel activity			IBA	PTN000205946 	J:265628 	
MGI:2384820	Kcnj14	potassium inwardly-rectifying channel, subfamily J, member 14	7		inward rectifier potassium channel activity			ISO	RGD:628872 	J:155856 	
MGI:1310000	Kcnj15	potassium inwardly-rectifying channel, subfamily J, member 15	16		inward rectifier potassium channel activity			IBA	PTN000205946 	J:265628 	
MGI:1310000	Kcnj15	potassium inwardly-rectifying channel, subfamily J, member 15	16		inward rectifier potassium channel activity			ISO	RGD:621662 	J:155856 	
MGI:1310000	Kcnj15	potassium inwardly-rectifying channel, subfamily J, member 15	16		potassium channel activity			IDA		J:53870 	
MGI:1314842	Kcnj16	potassium inwardly-rectifying channel, subfamily J, member 16	11		inward rectifier potassium channel activity			IBA	PTN000205946 	J:265628 	
MGI:109322	Kcnk1	potassium channel, subfamily K, member 1	8		inward rectifier potassium channel activity			IDA		J:38116 	
MGI:109322	Kcnk1	potassium channel, subfamily K, member 1	8		potassium channel activity			IDA		J:95306 	
MGI:109322	Kcnk1	potassium channel, subfamily K, member 1	8		potassium channel activity			ISO	O00180 	J:164563 	
MGI:109322	Kcnk1	potassium channel, subfamily K, member 1	8		potassium ion leak channel activity			IBA	PTN000108561 	J:265628 	
